cognitive_ability	math_score	english_score	birth_year	studying_time	grade	female	male	income_status	mother_edu	father_edu	sibling_number
0.255573004	73.38597107	76.18130493	1999	3	9	0	1	3	5	5	0
1.001891017	68.54187775	58.50648117	1999	0	9	0	1	3	3	3	0
0.616306007	60.4683876	69.845047	1999	3	9	1	0	4	3	8	1
2.291678905	79.5218277	79.18268585	1999	0	9	0	1	3	6	8	0
1.341037989	77.58419037	76.5147934	1999	3	9	1	0	3	3	5	0
-0.065828003	67.89599609	58.17299271	1998	4	9	1	0	2	3	3	0
0.396331012	80.49064636	78.18222809	1999	1	9	1	0	3	4	3	0
-1.073150039	68.86481476	67.84412384	1998	6	9	0	1	3	6	7	1
-0.099650003	58.20780945	66.51017761	1999	0	9	0	1	3	4	5	0
0.403697014	78.55300903	76.18130493	1999	1	9	1	0	3	6	3	0
1.692178965	76.93830872	77.51525116	1998	2	9	1	0	3	3	3	0
-0.418507993	76.6153717	77.1817627	1999	1	9	0	1	3	7	3	0
-0.340647995	63.05190277	72.17945862	1998	0	9	0	1	3	6	3	0
-1.314286947	38.18555069	56.83904648	1999	2	9	0	1	3	3	3	0
0.710735023	79.84476471	75.18083954	1999	0	9	0	1	3	8	9	0
-0.79716599	35.60203552	39.49771118	1999	0	9	0	1	2	7	3	0
-0.410504013	45.29022217	62.50832748	1999	0	9	1	0	3	7	7	0
1.16455102	75.96949005	77.1817627	1998	2	9	0	1	3	7	8	0
1.017070055	77.26124573	75.514328	1998	2	9	0	1	3	3	6	0
1.58445406	73.70891571	72.51294708	1999	0	9	0	1	3	5	5	0
0.675678015	80.49064636	78.84919739	1999	0	9	1	0	4	8	8	0
1.153007984	78.55300903	76.5147934	1999	4	9	1	0	3	7	6	0
-0.98269099	69.1877594	71.51248169	1999	0	9	1	0	3	4	4	0
1.030769944	76.29242706	77.84873962	1998	2	9	1	0	4	6	4	0
1.896672964	78.23006439	73.17991638	1999	3	9	0	1	3	6	6	0
1.06517601	75.00067139	72.84642792	1999	1	9	0	1	3	7	7	0
0.897101998	77.90712738	76.5147934	1998	0	9	0	1	3	3	5	0
1.282148004	68.86481476	66.17668915	1999	0	9	0	1	3	8	4	0
-0.54884398	57.56193161	62.84181595	1997	5	9	0	1	3	3	5	0
-0.722808003	53.0407753	49.50232697	1999	0	9	0	1	3	4	6	1
-0.592207015	64.02072144	54.17114639	1999	2	9	0	1	3	3	4	0
1.646330953	77.58419037	78.51571655	1999	2	9	1	0	3	3	3	1
0.537365973	75.3236084	73.17991638	1999	0	9	0	1	3	3	4	0
1.404387951	78.87594604	78.18222809	1998	1	9	1	0	3	3	3	1
0.95095998	75.3236084	75.514328	1999	0	9	0	1	3	7	4	0
1.683987021	68.54187775	65.84320068	1999	1	9	1	0	3	6	6	0
1.671519995	75.3236084	75.84781647	1999	0	9	0	1	3	3	4	0
0.51533699	55.94723129	57.50601959	1999	2	9	0	1	2	4	4	0
1.220288992	76.6153717	68.8445816	1999	0	9	0	1	2	3	3	0
-0.014125	54.65547562	46.50094223	1999	0	9	0	1	3	7	3	0
0.576924026	76.29242706	73.84689331	1999	3	9	1	0	3	3	8	0
2.355844975	79.19889069	78.18222809	1999	0	9	1	0	3	8	6	0
2.543647051	78.55300903	80.51663971	1998	1	9	0	1	3	8	6	0
0.315346986	64.9895401	73.84689331	1998	1	9	1	0	3	3	3	0
-0.040376	75.00067139	70.84550476	1999	3	9	0	1	3	3	3	0
0.632286012	74.03185272	72.84642792	1999	3	9	0	1	3	4	6	0
1.117890954	71.77127838	76.18130493	1998	0	9	1	0	3	4	8	0
1.384657025	74.35478973	79.51617432	1999	1	9	1	0	3	8	8	0
2.152813911	75.3236084	78.51571655	1998	1	9	1	0	3	3	3	0
2.351402998	81.45946503	79.84966278	1998	3	9	0	1	3	8	3	0
1.530112982	74.35478973	68.8445816	1999	0	9	1	0	3	4	4	0
0.760366976	69.83363342	70.84550476	1999	4	9	1	0	3	6	6	0
1.400388956	68.86481476	79.18268585	1999	2	9	1	0	3	4	5	0
1.251979947	75.00067139	75.18083954	1998	1	9	0	1	3	3	4	0
0.949779987	70.47951508	76.84827423	1999	4	9	1	0	3	8	3	0
-0.049081001	61.11426544	64.50925446	1999	1	9	1	0	3	3	6	0
-0.608385026	42.706707	55.17160797	1999	2	9	0	1	3	4	6	0
0.632637024	73.70891571	77.1817627	1999	4	9	1	0	2	7	6	0
1.152232051	75.64655304	74.84735107	1999	1	9	1	0	3	7	4	0
0.624800026	47.55080032	37.16329956	1997	0	9	0	1	3	4	7	2
1.171723008	74.67773438	70.51202393	1999	0	9	0	1	3	3	6	0
0.477813005	75.3236084	76.84827423	1999	0	9	1	0	3	6	8	0
0.620763004	69.51069641	75.514328	1999	1	9	1	0	3	4	3	0
1.565875053	77.26124573	75.514328	1998	1	9	0	1	3	3	4	0
0.944646001	67.57305908	55.8385849	1999	0	9	1	0	2	3	3	0
2.152813911	78.23006439	79.51617432	1999	1	9	0	1	3	7	8	0
-0.058768999	69.1877594	73.17991638	1999	0	9	1	0	3	4	4	0
0.747902989	61.76014709	47.50140381	1998	1	9	0	1	3	3	4	0
-0.045857999	65.31248474	46.16745377	1998	5	9	0	1	3	4	6	0
1.631847978	75.00067139	76.18130493	1999	2	9	1	0	3	3	7	0
2.118550062	78.23006439	78.84919739	1998	1	9	0	1	3	3	3	0
0.275139004	58.85368729	55.50509644	1999	1	9	0	1	2	5	5	0
-0.418931007	75.00067139	73.84689331	1998	0	9	0	1	2	3	3	0
1.063056946	68.21894073	76.5147934	1999	0	9	0	1	3	4	4	0
1.09779799	73.06303406	69.845047	1997	1	9	0	1	3	3	3	0
1.074324012	66.28130341	65.50971222	1998	0	9	0	1	2	8	8	0
0.323323011	56.19051743	72.81280518	2001	1	7	1	0	3	5	5	0
-1.177139997	66.07798767	66.85321808	2000	0	7	0	1	3	3	3	0
-0.065921001	63.06875992	71.72924805	2000	4	7	1	0	3	3	3	0
-0.589848995	49.74216843	66.85321808	2001	0	7	1	0	3	3	3	0
0.931837976	65.64810181	66.31143951	2001	0	7	0	1	2	3	3	1
-1.387333989	49.74216843	63.60253525	2000	1	7	0	1	3	4	5	0
0.242180005	77.68502045	79.85595703	2001	5	7	0	1	3	8	8	0
0.985732019	81.55403137	74.4381485	2000	0	7	1	0	2	2	3	0
0.555238008	81.55403137	76.60527039	2000	1	7	0	1	3	2	6	0
0.022438001	69.08721924	75.52171326	2002	0	7	0	1	3	3	8	0
-0.084244996	61.34919739	54.39226151	2001	3	7	1	0	3	4	4	0
0.754527986	77.25512695	78.23061371	2001	0	7	0	1	4	8	8	0
0.043511	81.55403137	77.68883514	2001	0	7	1	0	3	3	4	0
0.555238008	66.50788116	52.766922	1999	2	7	1	0	3	4	4	0
-1.072507024	53.18128967	57.64294815	2001	4	7	0	1	2	6	6	0
-0.623256981	70.37689209	69.02033997	2000	2	7	1	0	3	6	6	0
-1.113371015	48.0226059	49.51623535	2001	0	7	0	1	3	7	6	0
0.081003003	68.65733337	74.4381485	2001	0	7	1	0	3	6	6	1
0.573619008	75.53556824	67.93678284	2001	2	7	0	1	3	4	4	0
0.300026	60.91930771	72.27102661	2001	0	7	0	1	3	4	3	0
0.081220999	72.09645081	74.97992706	2000	0	7	1	0	3	3	3	0
0.964160979	77.25512695	76.60527039	2001	0	7	0	1	3	2	3	0
-0.258320004	70.37689209	74.4381485	2001	1	7	1	0	3	3	4	0
0.942025006	83.27359009	80.3977356	2001	1	7	0	1	3	6	4	0
0.556478024	80.26435852	77.68883514	2001	2	7	1	0	3	4	4	0
-0.388691008	69.9469986	74.97992706	2001	5	7	1	0	3	8	8	0
1.281677008	82.41381073	78.77239227	2000	0	7	1	0	3	3	3	0
-1.05153501	72.09645081	79.31417847	2000	4	7	1	0	3	6	8	0
0.606244028	82.41381073	80.3977356	2001	0	7	1	0	3	4	8	0
0.185703993	76.82524109	77.14704895	2000	1	7	1	0	3	4	4	0
0.015285	79.40457916	75.52171326	2000	2	7	1	0	3	3	3	0
0.461580992	81.98391724	77.68883514	2000	2	7	1	0	3	3	3	0
0.577172995	76.82524109	76.06349182	2000	2	7	1	0	3	4	3	0
0.129905	70.80677795	77.14704895	2000	3	7	0	1	3	8	6	0
-0.196171999	64.78832245	61.43541336	2001	2	7	0	1	3	6	6	0
0.621244013	78.9746933	82.56485748	2000	0	7	0	1	3	3	3	1
-0.591597974	53.18128967	57.10116577	2000	0	7	0	1	3	4	3	1
-0.704855025	66.93776703	72.27102661	2000	0	7	1	0	3	3	3	1
-0.587777972	63.4986496	59.81007004	2000	1	7	1	0	4	3	6	1
1.067878008	74.67578888	77.68883514	2001	1	7	0	1	4	7	7	0
-0.352771014	81.55403137	76.60527039	2000	1	7	0	1	3	2	3	0
0.408657998	80.26435852	73.35458374	2000	0	7	0	1	3	3	3	0
0.184314996	75.53556824	77.14704895	2001	0	7	0	1	3	6	6	1
0.018324999	71.66655731	79.31417847	2000	1	7	0	1	3	3	3	0
0.187466994	64.78832245	67.39499664	2000	0	7	1	0	3	7	4	0
-0.629912972	69.51711273	65.22787476	2000	1	7	1	0	3	3	3	2
1.739284992	75.53556824	74.97992706	2001	0	7	1	0	3	7	7	0
0.692874014	78.11491394	77.14704895	2001	3	7	1	0	3	3	3	1
0.106702998	74.24590302	65.76966095	2001	0	7	1	0	2	5	3	0
-0.403768986	74.67578888	73.89636993	2000	2	7	0	1	3	4	3	0
1.091752052	78.9746933	77.68883514	2000	0	7	1	0	3	3	3	1
-1.018265963	52.3215065	56.55938721	2001	1	7	0	1	3	4	5	0
0.135401994	70.37689209	72.81280518	2000	3	7	1	0	3	3	3	0
-0.336273998	61.34919739	60.3518486	2001	2	7	1	0	3	6	6	0
0.823131025	73.81600952	76.06349182	2001	0	7	1	0	3	3	3	0
-1.174329996	53.61117935	67.93678284	2001	2	7	1	0	3	6	3	0
0.731656015	81.98391724	78.23061371	2001	0	7	1	0	3	3	4	0
-0.673777997	72.09645081	68.4785614	2000	0	7	0	1	3	7	4	0
1.577867985	74.24590302	78.23061371	2001	1	7	1	0	3	4	5	0
-0.225985005	63.4986496	70.64568329	2001	0	7	1	0	2	6	6	0
0.825057983	80.69425201	81.48130035	2001	1	7	1	0	3	6	4	0
-0.364190012	60.48941803	63.06075287	2000	4	7	0	1	3	6	3	0
0.484389007	77.25512695	74.97992706	2001	1	7	1	0	3	3	3	0
-1.499946952	77.68502045	65.22787476	2001	0	7	0	1	3	6	6	0
0.051658001	63.92853928	46.26555252	2000	0	7	0	1	3	4	5	0
0.229308993	76.82524109	77.68883514	2001	3	7	0	1	4	7	6	0
-0.903348982	59.19974899	57.64294815	2000	2	7	0	1	3	4	4	0
0.080747999	72.95623016	74.4381485	2000	1	7	0	1	2	4	4	0
-0.015414	79.14746094	79.01400757	1999	1	9	1	0	3	8	8	0
-0.084665	66.77565002	73.98686218	1999	2	9	1	0	3	2	8	0
0.752115011	70.89958191	70.75512695	1998	4	9	1	0	3	3	9	0
1.051159024	78.80379486	79.01400757	1999	0	9	0	1	4	7	7	0
-0.493386	75.02352142	76.85951996	1998	0	9	1	0	3	3	4	0
-0.937862992	49.24891281	59.62359238	1999	0	9	1	0	3	6	6	0
0.235630006	62.65171051	75.42318726	1998	0	9	1	0	3	3	3	0
-0.668089986	62.65171051	58.90542984	1999	2	9	0	1	3	6	6	0
0.035905998	46.84328461	40.95134354	1998	0	9	0	1	3	7	1	0
-0.571443975	69.52494049	62.49624634	1998	4	9	0	1	3	6	7	0
-0.011137	72.6178894	70.75512695	1999	0	9	1	0	2	2	8	0
-0.154072002	53.71651459	56.03277588	1999	0	9	0	1	2	4	4	0
0.387095004	74.67986298	77.93675995	1998	2	9	1	0	3	5	3	0
-0.26958999	77.77281189	79.7321701	1999	0	9	1	0	3	3	3	0
-0.212408006	69.52494049	73.62778473	1999	1	9	0	1	3	7	3	0
0.841270983	83.27139282	77.93675995	1999	1	9	0	1	3	6	8	0
-0.667288005	44.09399414	70.03696442	1998	2	9	0	1	3	3	3	2
0.767574012	73.30521393	74.34594727	1999	0	9	0	1	3	6	6	0
0.869481027	75.02352142	74.34594727	1999	2	9	0	1	2	8	6	0
0.728515029	63.33903122	71.83237457	1998	1	9	1	0	3	3	5	0
-0.304414004	73.99253845	76.14135742	1998	0	9	0	1	3	3	6	0
0.144060999	73.30521393	74.34594727	1998	0	9	0	1	3	6	8	0
0.51761198	72.6178894	77.21859741	1999	2	9	1	0	3	4	4	0
1.297199965	72.27423096	72.55053711	1998	0	9	0	1	2	3	8	0
-0.797430992	59.90242004	58.1872673	1998	0	9	0	1	3	4	4	0
0.636851013	72.27423096	67.88247681	1999	0	9	0	1	3	3	3	0
-0.070592999	72.96155548	70.75512695	1998	3	9	1	0	3	6	5	0
-0.534999013	77.77281189	78.65492249	1999	0	9	1	0	3	4	7	0
-0.727994978	57.49678802	70.3960495	1998	0	9	1	0	3	3	6	0
1.046836019	63.68269348	73.98686218	1999	6	9	1	0	3	4	7	0
1.528872967	75.02352142	77.21859741	1998	0	9	1	0	3	7	7	0
-0.041182999	73.30521393	76.50043488	1999	2	9	1	0	3	3	3	0
-0.545279026	72.6178894	69.67787933	1999	3	9	0	1	3	6	6	0
-0.535108984	50.62356186	40.95134354	1999	0	9	0	1	3	3	3	2
-0.203480005	75.71084595	45.61940765	1999	0	9	0	1	3	3	3	0
0.823646009	73.64887238	75.78227234	1998	0	9	1	0	3	7	5	0
0.254754007	68.15029144	72.90961456	1999	0	9	0	1	3	3	3	0
-0.427096009	80.86576843	71.11421204	1999	0	9	0	1	1	3	2	1
1.332766056	80.17844391	76.14135742	1999	0	9	1	0	3	7	3	1
-0.203480005	83.27139282	72.55053711	1998	2	9	0	1	2	7	4	0
1.262752056	79.83477783	79.7321701	1999	0	9	1	0	3	3	3	0
-0.740826011	50.96722031	44.54216003	1999	0	9	0	1	3	7	4	0
-0.085694	65.40100098	75.42318726	1999	2	9	1	0	3	3	6	1
-0.768571973	52.6855278	43.10583496	1999	0	9	0	1	3	4	4	0
-0.374365002	76.74182892	77.93675995	1998	0	9	1	0	3	4	5	0
0.270051986	82.92773438	73.26869965	1999	1	9	0	1	3	7	7	0
0.352997988	80.52210236	76.50043488	1998	0	9	1	0	3	4	6	0
1.243119955	61.27706528	44.90124512	1999	0	9	0	1	2	3	3	0
-0.574276984	70.55592346	68.24155426	1998	0	9	1	0	3	3	3	0
-0.110964	74.67986298	72.55053711	1999	0	9	1	0	3	3	3	0
-0.338461995	71.93056488	75.0641098	1999	4	9	0	1	3	3	3	0
0.38162899	70.21226501	66.80522919	1999	3	9	1	0	3	3	6	0
0.167264	67.46296692	78.29584503	1999	2	9	1	0	3	4	5	0
0.78451699	78.11647797	76.85951996	1999	3	9	1	0	3	7	4	0
-0.672313988	74.3361969	70.75512695	1998	0	9	0	1	2	3	4	0
1.001309991	71.24324799	70.03696442	1999	0	9	1	0	3	2	2	0
0.030778	82.24040985	77.21859741	1999	0	9	0	1	3	4	7	0
-0.439996988	75.36717987	70.03696442	1999	6	9	1	0	3	3	4	0
-0.650125027	84.64604187	77.93675995	1999	0	9	0	1	1	3	3	0
-0.158672005	74.67986298	78.29584503	1999	3	9	0	1	3	6	6	1
-0.345063001	67.11930847	69.67787933	1999	5	9	1	0	3	6	6	0
-0.015605	68.83761597	61.05992126	1999	0	9	1	0	3	4	4	0
1.15585494	83.6150589	80.80941772	1998	0	9	0	1	3	3	5	0
-0.136516005	74.67986298	75.78227234	1997	0	9	1	0	3	3	3	0
-0.668524027	60.58974075	65.36890411	1999	0	9	0	1	3	3	3	1
-0.790253997	41.00104141	64.65074158	1999	2	9	1	0	3	4	4	0
0.724501014	67.806633	71.11421204	1999	1	9	0	1	3	8	9	1
0.757524014	72.06420135	71.1571579	2001	0	7	0	1	3	2	4	1
-0.466632009	61.48518372	66.1921463	1999	0	7	1	0	3	1	6	1
1.173511028	79.50868988	71.1571579	2000	0	7	0	1	3	4	4	0
-0.399232	66.18696594	68.39881897	2001	0	7	1	0	3	3	3	0
0.846655011	72.84783173	68.39881897	2000	0	7	0	1	3	1	2	1
-0.290013999	46.20438385	39.71210098	2001	1	7	0	1	3	6	3	0
0.075992003	69.71330261	64.53714752	2000	0	7	0	1	3	2	3	1
0.956462026	80.68413544	81.08717346	2000	0	7	1	0	1	3	3	1
0.582246006	68.92967224	61.77880859	2001	0	7	0	1	3	5	3	0
0.776404023	70.88874817	70.60549164	2000	3	7	0	1	3	3	2	0
0.319151998	55.60795212	58.46879959	2001	0	7	1	0	2	6	3	0
-0.229876995	73.6314621	76.67383575	2001	0	7	0	1	3	2	3	1
0.565998018	70.1051178	74.46716309	2000	0	7	1	0	3	3	6	0
-0.153019994	54.82432175	64.53714752	2000	0	7	1	0	2	3	2	0
0.376924008	69.32148743	82.19050598	2001	0	7	1	0	2	3	3	0
0.682953	79.90050507	72.81215668	2001	0	7	0	1	3	3	6	1
-0.471879005	69.71330261	76.12216187	2000	0	7	1	0	2	3	3	1
-0.143004999	70.49693298	77.22550201	2000	2	7	1	0	3	3	6	1
1.10413599	74.41509247	77.22550201	2000	0	7	0	1	3	4	6	0
1.148314953	83.42684174	80.5355072	2000	0	7	0	1	3	3	3	0
0.172027007	77.54961395	77.77716827	2001	0	7	1	0	3	2	3	2
0.106411003	58.35065842	77.22550201	2000	0	7	1	0	3	3	2	0
-0.149549007	51.68979645	58.46879959	2001	9	7	0	1	3	3	6	1
-0.002434	66.57878113	70.60549164	2001	0	7	0	1	3	1	3	0
0.377990007	62.66062927	70.05381775	2001	1	7	1	0	4	2	3	1
-0.795998991	66.18696594	78.32883453	2000	0	7	1	0	3	2	2	2
-0.038111001	47.37982941	51.84878922	2000	0	7	0	1	3	7	3	1
1.309152007	71.28057098	82.74217987	2000	0	7	1	0	3	3	2	2
-0.217761993	73.23964691	64.53714752	2001	0	7	0	1	3	5	3	5
0.464442998	72.45601654	63.43381119	2001	0	7	0	1	3	2	2	1
0.297030002	79.11687469	72.26049042	2001	0	7	0	1	1	3	2	0
-0.095996	66.57878113	74.46716309	1999	0	7	0	1	4	2	2	2
-0.035310999	71.28057098	68.39881897	1999	0	7	1	0	3	1	3	0
-0.254049003	56.78339767	75.57049561	2001	0	7	1	0	2	3	6	0
-0.123314999	58.7424736	75.01882935	2001	3	7	1	0	2	4	4	0
-0.071089998	58.35065842	63.43381119	2000	0	7	0	1	2	3	6	1
1.273668051	82.64321136	79.98384094	2001	0	7	0	1	3	2	6	1
0.537397027	81.46776581	77.77716827	1999	0	7	1	0	3	3	3	1
0.78461498	66.57878113	67.29548645	1999	0	7	1	0	3	3	2	0
0.681797981	78.33324432	71.70882416	2000	0	7	0	1	3	2	3	1
0.062135998	78.33324432	81.63883972	2000	1	7	1	0	3	3	3	0
-0.243286997	79.90050507	81.63883972	2000	0	7	0	1	3	3	2	0
0.766233981	82.64321136	81.08717346	2001	1	7	0	1	3	2	3	1
-0.260926992	70.88874817	54.05546188	2001	0	7	0	1	3	3	3	1
0.522228003	74.02327728	75.57049561	2000	0	7	1	0	3	3	3	1
-1.00801599	75.19872284	70.05381775	2001	0	7	0	1	3	6	6	0
0.512234986	59.13428879	51.84878922	2001	1	7	0	1	3	6	4	0
0.032559998	74.41509247	67.29548645	2001	1	7	0	1	2	6	3	0
1.078677058	83.03502655	75.01882935	2000	0	7	0	1	3	2	2	0
0.216602996	78.33324432	71.1571579	1999	8	7	0	1	3	2	8	0
-1.164831042	72.45601654	77.77716827	2000	0	7	1	0	3	2	2	0
0.129822999	79.90050507	82.74217987	2001	0	7	1	0	3	3	4	2
-0.097691	83.03502655	80.5355072	2001	0	7	1	0	3	3	4	1
-0.45876801	53.64887619	52.40045929	2000	0	7	0	1	2	3	3	0
0.421225995	57.56702805	60.67547226	2001	1	7	0	1	2	4	2	2
0.675128996	75.98235321	78.32883453	2000	1	7	1	0	3	1	3	2
-0.139625996	79.50868988	78.32883453	2001	0	7	1	0	3	3	3	0
0.404635996	79.90050507	76.67383575	2001	0	7	0	1	2	6	6	0
1.016409993	75.19872284	78.88050079	1999	0	7	0	1	2	2	2	1
-0.645125985	50.90616608	40.81543732	2000	0	7	0	1	4	7	9	0
-0.494329005	79.50868988	79.98384094	1999	0	7	1	0	3	2	1	0
-0.633607984	72.84783173	66.1921463	2002	0	7	1	0	3	3	9	0
-1.022469997	52.08161545	69.50215149	2000	0	7	1	0	3	2	6	0
0.383848995	72.84783173	40.81543732	2000	0	7	0	1	2	3	1	1
-0.199176997	81.07595062	71.70882416	2001	0	7	0	1	3	3	3	0
0.800177991	72.06420135	64.53714752	2000	1	7	0	1	3	6	3	0
-1.081200957	59.52610397	70.05381775	1999	0	7	1	0	3	3	2	1
-0.410225004	77.15779877	71.1571579	2000	2	7	1	0	3	3	3	0
-0.322952002	61.09336853	62.88214111	2001	0	7	1	0	3	2	3	1
0.015981	76.3741684	70.05381775	2000	0	7	0	1	3	2	3	0
0.673080027	81.46776581	69.50215149	1999	0	7	0	1	3	3	3	1
0.414249003	81.07595062	81.63883972	1999	0	7	1	0	2	3	3	1
-0.783901989	57.17521286	71.1571579	2001	0	7	1	0	3	7	3	0
0.414346009	80.29232025	79.43216705	2000	0	7	1	0	2	4	3	1
0.277381003	76.3741684	61.77880859	2000	2	7	0	1	2	4	6	1
1.279294014	77.15779877	64.53714752	2001	0	7	0	1	2	2	3	0
-0.599370003	77.90956116	66.11771393	1999	0	9	0	1	3	4	3	0
-0.784927011	63.5928154	69.46031189	1998	2	9	1	0	3	2	3	0
-0.442842007	67.56968689	69.73886108	1998	0	9	0	1	2	2	3	0
-0.022255	60.14619064	71.41015625	1999	3	9	1	0	2	6	6	0
0.51286602	72.3419342	55.53281784	1999	0	9	0	1	3	6	3	0
0.887180984	83.21205902	84.5019989	1999	2	9	1	0	3	2	3	0
-0.167196006	80.5608139	82.27360535	1998	0	9	1	0	1	3	3	1
-0.329845995	83.47718811	81.99504852	1998	1	9	1	0	2	3	3	0
-0.476640999	76.84906006	80.04520416	1998	0	9	1	0	2	3	4	0
0.49763599	78.97006226	77.81680298	1999	2	9	0	1	3	3	3	0
0.781493008	83.47718811	77.81680298	1998	0	9	0	1	3	4	8	0
-0.049973	74.19781494	80.88085175	1998	0	9	1	0	3	3	4	0
0.846769989	82.41668701	80.32375336	1999	0	9	1	0	3	3	6	0
-0.330359012	81.35618591	82.83070374	1998	1	9	1	0	1	3	3	0
0.142680004	62.26718903	76.9811554	1998	0	9	1	0	3	7	4	0
-0.658551991	80.03056335	83.10925293	1999	0	9	1	0	2	6	3	0
0.582754016	81.35618591	82.55215454	1999	1	9	0	1	1	3	4	1
0.973919988	84.00743103	67.5104599	1998	9	9	0	1	2	6	6	0
0.602630019	80.5608139	80.32375336	2000	0	9	1	0	3	6	3	1
-0.079622	84.27256012	83.94490051	1999	2	9	1	0	3	3	3	0
-0.266802996	79.76543427	82.83070374	1997	2	9	1	0	3	3	3	1
-0.046542	71.28144073	62.21801376	1998	0	9	0	1	3	3	3	0
-1.39813602	51.92731476	62.49656296	1997	0	9	0	1	3	2	2	1
-0.093837999	54.04831696	72.80290985	1999	1	9	0	1	3	3	6	1
-1.581506014	54.04831696	59.7110672	1998	0	9	1	0	3	2	2	0
-0.872431993	57.22981644	54.69717026	1998	0	9	0	1	3	2	3	1
0.327271014	64.12306213	62.77511215	1997	0	9	1	0	3	1	2	1
0.373026997	57.22981644	68.9032135	1999	0	9	0	1	3	2	3	1
-1.033635974	59.35081482	59.7110672	1999	1	9	1	0	3	3	7	2
-1.657210946	61.73693848	60.26816559	1998	0	9	1	0	3	2	3	0
-0.382950008	77.11418915	59.153965	1998	1	9	0	1	3	2	3	1
-0.279439986	76.31880951	55.25426865	1998	0	9	0	1	3	2	2	1
-1.638026953	62.26718903	67.5104599	1999	1	9	0	1	3	3	2	1
-0.348655999	56.16931534	66.39626312	1997	0	9	0	1	2	3	3	0
-0.600323975	68.89530945	68.9032135	1999	0	9	0	1	2	6	3	0
-0.735197008	63.32769012	58.59686661	1998	0	9	0	1	3	1	3	0
0.047458	62.79743958	62.77511215	1999	2	9	1	0	3	2	3	1
0.044759002	56.16931534	52.46876907	1997	0	9	0	1	3	2	2	3
-0.923871994	68.89530945	76.9811554	1999	0	9	1	0	3	2	6	1
-0.685375988	71.01631165	66.39626312	1998	0	9	0	1	3	4	4	1
-0.390502006	78.43981171	77.81680298	1997	0	9	1	0	2	3	2	0
-1.076153994	68.89530945	71.96725464	1998	0	9	1	0	2	4	4	1
-0.256220013	73.66756439	81.43795013	1998	2	9	1	0	2	3	3	0
-0.190188006	69.16043854	78.37390137	1997	0	9	1	0	3	3	3	0
0.658151984	79.0867691	67.59909058	2001	1	7	0	1	3	6	8	0
-0.79142803	65.17845154	77.33251953	2001	0	7	1	0	3	8	4	0
-0.125119001	65.17845154	65.65239716	2000	1	7	1	0	3	4	3	0
0.917482018	73.52344513	48.13222504	2001	2	7	1	0	3	6	4	0
0.938166022	67.96011353	85.1192627	2001	0	7	1	0	4	4	4	0
0.457022011	67.96011353	75.38583374	2000	0	7	1	0	3	4	3	1
0.878521025	81.86843109	73.43914795	2001	0	7	1	0	3	8	8	0
0.184314996	81.86843109	77.33251953	2000	0	7	1	0	3	4	3	1
-0.179510996	73.52344513	77.33251953	2000	0	7	0	1	3	4	8	0
-0.114391997	67.96011353	79.27920532	2001	2	7	1	0	3	3	3	1
0.630339026	73.52344513	61.75902939	2001	0	7	1	0	3	2	3	0
-0.217524007	45.70679855	71.49246216	2001	2	7	1	0	3	8	8	0
1.235067964	73.52344513	65.65239716	2000	0	7	0	1	3	4	4	1
0.708913028	54.05179214	71.49246216	2001	3	7	1	0	3	3	2	1
0.763761997	77.84069061	81.81285095	2000	0	7	1	0	3	3	6	1
0.720070004	76.84233093	81.3498764	2000	0	7	1	0	3	2	6	0
0.713545024	80.83579254	82.2758255	2001	1	7	1	0	3	4	4	0
-0.388918996	79.83742523	76.72013855	2001	5	7	1	0	3	3	3	1
-0.102502003	75.84396362	80.42392731	2001	0	7	1	0	3	4	6	0
1.078677058	67.35786438	79.96095276	2000	0	7	1	0	4	3	3	1
0.184841007	71.35132599	81.3498764	2001	0	7	1	0	3	3	3	1
-0.090568997	74.84559631	79.03500366	2000	0	7	0	1	3	3	3	2
1.078677058	75.84396362	79.03500366	2001	1	7	0	1	3	2	3	1
0.241843998	71.85050201	79.96095276	2001	0	7	0	1	3	3	3	0
0.720070004	73.34805298	73.01634216	2001	0	7	1	0	3	5	3	0
0.38874501	73.84723663	74.86824036	1999	0	7	1	0	3	3	3	2
-0.467142999	71.35132599	81.81285095	2000	0	7	1	0	3	3	6	1
0.182648003	79.83742523	80.42392731	2000	0	7	0	1	2	3	3	0
-0.076959997	73.34805298	79.03500366	2000	0	7	0	1	4	2	3	0
0.406617999	76.34314728	73.94229126	2001	1	7	1	0	3	3	4	1
-0.468733013	69.85377502	75.79418945	2000	0	7	1	0	3	2	3	1
-0.502120972	75.34477997	71.62742615	2000	0	7	1	0	2	2	2	1
1.000195026	69.85377502	79.03500366	2000	0	7	1	0	3	3	6	1
-0.692479014	69.85377502	77.64608002	2001	0	7	0	1	3	3	3	0
0.199834004	77.34151459	73.47931671	2001	0	7	1	0	3	3	3	1
-0.766889989	67.35786438	74.86824036	2001	0	7	1	0	3	3	6	0
0.743336022	72.34968567	78.57202911	2000	0	7	1	0	3	5	3	1
0.264753014	67.35786438	66.99768829	2000	0	7	0	1	3	3	2	2
0.933054984	73.84723663	60.0530777	2000	0	7	0	1	3	3	3	1
0.802479982	73.84723663	59.59010315	1998	0	7	0	1	1	3	3	2
-0.143371999	69.85377502	70.70147705	2001	0	7	1	0	3	2	2	2
0.411853999	70.85214233	71.62742615	2000	6	7	0	1	3	3	3	1
